status,url,m3u8,attempts,proxy
SUCCESS,https://www.youtube.com/watch?v=Ym79qFpa7dQ,https://rr3---sn-5aap5ojx-jj06.googlevideo.com/videoplayback?expire=1751340479&ei=XwFjaL_7LJOBpN8Px7W40Qg&ip=202.8.119.104&id=o-ALCI_fv-XLl_UWvTXqNfRogZVAYUjNv2m99fLotN6WxK&itag=18&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1751318879%2C&mh=Qn&mm=31%2C29&mn=sn-5aap5ojx-jj06%2Csn-cvh7kn6l&ms=au%2Crdu&mv=m&mvi=3&pl=24&rms=au%2Cau&ctier=L&initcwndbps=1690000&bui=AY1jyLMJfBtBm2md2REyg7uUtB8ThqH8ED6dcNt1MPwiBmrFaTNcCiuMlrPIgljWAnKbKt6fQoBRQCqN&spc=l3OVKRfoCKKSWaKuAVvbSqmEheQLNMjSJtQVxvNbfm9_RJisGRU0wCs6w2eDsVAxHw&vprv=1&svpuc=1&mime=video%2Fmp4&ns=_ramrsliDIos2YgSmejOqCcQ&rqh=1&cnr=14&ratebypass=yes&dur=1761.953&lmt=1729717182525486&mt=1751318479&fvip=2&lmw=1&c=TVHTML5&sefc=1&txp=8208224&n=O8SZd-crvhRAqg&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cctier%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=AJfQdSswRQIhAJ5pPZtz-H944awED-U_UejlLG-51UOb0gT0TFUVCBzeAiBViReK2EWZjWS4siE_dkGubj4H3AFVaIx6-HCk4Q3MNw%3D%3D&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=APaTxxMwRQIgFLrkUOVsp_ER0duaFZZbpbuaGZ46A6kZlBMz-HdhAdUCIQCjPUlAJ9H7x1fbFjzQEg3jl0tvu5UxMfd8dkl6Aqt2TA%3D%3D,1,
